ID,Tip,Nume,Cantitate,PragAlerta,PretAchizitie,PretVanzare,VolumM3
341,Auto,Furtun Intercooler 2.0 TDI Model 95,128,20,155.81,385.35,0.149
342,Electronice,[Electronice] Osciloscop Model 75,93,20,214.03,458.66,0.281
343,Hardware,Incarcator Gaz Model 74,74,8,156.19,348.66,0.223
344,Electronice,[Electronice] Modul Transmisie LoRa Model 81,39,7,144.05,229.73,0.079
345,Perisabile,[Perisabile] Adeziv Industrial Model 42,17,13,173.29,366.91,0.498
346,Perisabile,[Perisabile] Solutie Curatare Frane Model 10,101,13,42.4,88.34,0.034
347,Hardware,Set Imbusuri Model 92,22,7,281.03,653.82,0.121
348,Hardware,Incarcator Gaz Model 90,32,20,127.52,200.21,0.297
349,Perisabile,[Perisabile] Adeziv Industrial Model 45,82,11,103.61,202.87,0.401
350,Hardware,Trusa Tubulare Model 89,5,18,176.51,341.24,0.127
351,Auto,Senzor Debitmetru Model 16,67,18,131.42,321.22,0.287
352,Hardware,Cheie Dinamometrica Model 39,23,8,97.61,238.73,0.141
353,Hardware,Cheie Dinamometrica Model 12,110,11,59.07,143.53,0.247
354,Auto,Senzor Debitmetru Model 22,74,13,20.77,33.7,0.158
355,Electronice,[Electronice] Sursa Laborator Model 35,59,13,135.06,174.63,0.484
356,Auto,Senzor Debitmetru Model 90,78,19,245.54,444.59,0.371
357,Hardware,Incarcator Gaz Model 26,16,20,287.8,635.4,0.252
358,Auto,Baterie 12V 70Ah Model 98,33,13,149.87,275.32,0.192
359,Auto,Filtru Aer Model 98,100,20,18.48,44.21,0.232
360,Hardware,Set Imbusuri Model 81,113,16,134.65,187.79,0.379
361,Auto,Furtun Intercooler 2.0 TDI Model 67,95,7,24.94,53.99,0.491
362,Perisabile,[Perisabile] Solutie Curatare Frane Model 45,123,16,182.61,257.65,0.373
363,Hardware,Incarcator Gaz Model 98,145,12,144.24,317.61,0.269
364,Auto,Furtun Intercooler 2.0 TDI Model 39,23,10,133.59,230.81,0.118
365,Electronice,[Electronice] Modul Transmisie LoRa Model 26,136,12,122.0,227.43,0.368
366,Auto,Filtru Aer Model 31,10,6,34.9,54.78,0.07
367,Hardware,Incarcator Gaz Model 64,116,6,214.45,459.49,0.033
368,Auto,Set Placute Frana Model 87,81,16,242.21,340.39,0.085
369,Auto,Set Placute Frana Model 33,54,14,41.06,72.92,0.312
370,Perisabile,[Perisabile] Adeziv Industrial Model 54,66,12,47.35,115.54,0.09
371,Hardware,Trusa Tubulare Model 66,145,18,82.56,176.42,0.383
372,Auto,Rulment Roata Fata Model 30,2,7,137.11,181.82,0.062
373,Hardware,Cheie Dinamometrica Model 51,118,16,172.51,208.99,0.096
374,Electronice,[Electronice] Modul Transmisie LoRa Model 5,96,19,65.62,95.44,0.171
375,Hardware,Set Imbusuri Model 73,116,15,15.48,20.32,0.28
376,Perisabile,[Perisabile] Spray Degripant Model 80,85,17,152.98,186.52,0.499
377,Auto,Rulment Roata Fata Model 10,32,5,194.77,454.78,0.289
378,Electronice,[Electronice] Osciloscop Model 8,79,7,127.98,261.44,0.134
379,Perisabile,[Perisabile] Adeziv Industrial Model 97,66,6,286.15,554.44,0.212
380,Auto,Senzor Debitmetru Model 96,138,5,268.2,336.3,0.081
381,Auto,Furtun Intercooler 2.0 TDI Model 11,36,15,243.19,299.5,0.298
382,Perisabile,[Perisabile] Adeziv Industrial Model 89,90,8,290.9,415.56,0.413
383,Electronice,[Electronice] Modul Transmisie LoRa Model 77,131,6,62.44,118.74,0.421
384,Perisabile,[Perisabile] Adeziv Industrial Model 24,38,19,228.85,340.7,0.3
385,Electronice,[Electronice] Osciloscop Model 66,62,15,289.29,425.84,0.179
386,Auto,Set Placute Frana Model 1,145,10,261.41,630.29,0.396
387,Perisabile,[Perisabile] Adeziv Industrial Model 80,90,9,102.2,153.58,0.14
388,Perisabile,[Perisabile] Spray Degripant Model 77,1,17,63.05,81.86,0.438
389,Perisabile,[Perisabile] Solutie Curatare Frane Model 30,55,18,260.24,567.38,0.432
390,Hardware,Set Imbusuri Model 23,94,5,127.24,166.62,0.182
391,Hardware,Trusa Tubulare Model 99,29,9,290.64,381.45,0.327
392,Perisabile,[Perisabile] Solutie Curatare Frane Model 75,1,16,52.02,79.97,0.384
393,Perisabile,[Perisabile] Spray Degripant Model 81,127,12,160.49,346.93,0.357
394,Perisabile,[Perisabile] Solutie Curatare Frane Model 43,98,18,201.57,453.82,0.169
395,Perisabile,[Perisabile] Solutie Curatare Frane Model 53,69,13,262.53,606.36,0.335
396,Hardware,Cheie Dinamometrica Model 61,66,14,267.7,626.7,0.46
397,Hardware,Cheie Dinamometrica Model 97,105,9,109.34,194.48,0.364
398,Perisabile,[Perisabile] Spray Degripant Model 67,57,7,16.91,27.7,0.249
399,Electronice,[Electronice] Modul Transmisie LoRa Model 64,97,5,126.98,243.45,0.374
400,Auto,Set Placute Frana Model 87,148,9,277.57,566.67,0.105
401,Perisabile,[Perisabile] Spray Degripant Model 6,43,16,43.13,100.92,0.418
402,Hardware,Incarcator Gaz Model 53,97,15,80.33,168.91,0.083
403,Electronice,[Electronice] Multimetru Analogic Model 4,29,11,179.54,372.91,0.484
404,Electronice,[Electronice] Multimetru Analogic Model 69,124,13,161.8,403.9,0.054
405,Perisabile,[Perisabile] Solutie Curatare Frane Model 27,94,9,68.22,149.25,0.197
406,Electronice,[Electronice] Multimetru Analogic Model 91,138,15,31.55,78.45,0.173
407,Perisabile,[Perisabile] Spray Degripant Model 4,144,14,202.29,392.94,0.113
408,Hardware,Trusa Tubulare Model 27,60,19,30.36,65.35,0.17
409,Perisabile,[Perisabile] Adeziv Industrial Model 78,146,7,184.04,403.9,0.403
410,Auto,Rulment Roata Fata Model 81,65,20,212.7,437.53,0.409
411,Hardware,Cheie Dinamometrica Model 42,31,12,152.12,260.58,0.108
412,Auto,Senzor Debitmetru Model 60,62,8,232.95,309.18,0.099
413,Hardware,Trusa Tubulare Model 43,81,20,213.67,353.87,0.346
414,Auto,Senzor Debitmetru Model 95,120,19,220.27,336.64,0.462
415,Auto,Baterie 12V 70Ah Model 48,138,17,29.25,57.9,0.49
416,Electronice,[Electronice] Multimetru Analogic Model 29,45,20,113.31,206.62,0.123
417,Auto,Rulment Roata Fata Model 31,83,7,128.6,259.39,0.014
418,Perisabile,[Perisabile] Spray Degripant Model 24,147,8,284.09,543.01,0.182
419,Perisabile,[Perisabile] Spray Degripant Model 28,26,17,231.29,540.24,0.395
420,Electronice,[Electronice] Sursa Laborator Model 1,143,14,231.58,464.95,0.076
421,Perisabile,[Perisabile] Solutie Curatare Frane Model 1,127,12,73.38,167.35,0.035
422,Hardware,Cheie Dinamometrica Model 13,144,18,249.94,575.29,0.173
423,Hardware,Cheie Dinamometrica Model 13,70,17,106.57,217.37,0.269
424,Hardware,Cheie Dinamometrica Model 4,78,15,33.14,64.74,0.056
425,Electronice,[Electronice] Multimetru Analogic Model 9,13,11,119.32,276.91,0.048
426,Auto,Filtru Aer Model 14,114,19,195.69,382.87,0.193
427,Electronice,[Electronice] Osciloscop Model 43,85,9,276.22,618.93,0.018
428,Auto,Furtun Intercooler 2.0 TDI Model 6,107,18,289.6,672.36,0.025
429,Auto,Set Placute Frana Model 20,30,7,78.45,189.25,0.26
430,Perisabile,[Perisabile] Adeziv Industrial Model 4,140,15,283.08,642.37,0.041
431,Auto,Set Placute Frana Model 26,7,9,106.5,152.86,0.447
432,Perisabile,[Perisabile] Adeziv Industrial Model 84,146,14,227.24,441.87,0.491
433,Auto,Furtun Intercooler 2.0 TDI Model 93,71,8,281.61,368.02,0.359
434,Electronice,[Electronice] Osciloscop Model 13,99,19,91.17,214.8,0.337
435,Auto,Set Placute Frana Model 46,102,5,270.76,654.28,0.309
436,Perisabile,[Perisabile] Solutie Curatare Frane Model 21,124,13,131.35,211.01,0.19
437,Auto,Rulment Roata Fata Model 52,34,6,180.8,280.16,0.33
438,Hardware,Cheie Dinamometrica Model 53,137,9,170.05,378.82,0.377
439,Hardware,Cheie Dinamometrica Model 12,30,7,290.82,563.52,0.211
440,Perisabile,[Perisabile] Spray Degripant Model 20,110,5,152.72,227.71,0.317
441,Hardware,Incarcator Gaz Model 93,75,8,205.05,264.65,0.227
442,Electronice,[Electronice] Sursa Laborator Model 60,63,10,51.36,62.36,0.084
443,Auto,Baterie 12V 70Ah Model 98,74,17,203.36,351.52,0.165
444,Auto,Set Placute Frana Model 91,94,5,107.05,215.87,0.432
445,Perisabile,[Perisabile] Solutie Curatare Frane Model 31,113,11,21.58,51.78,0.367
446,Perisabile,[Perisabile] Solutie Curatare Frane Model 55,108,16,209.31,360.3,0.314
447,Auto,Filtru Aer Model 35,79,9,104.08,238.42,0.462
448,Auto,Senzor Debitmetru Model 65,15,18,216.36,376.44,0.149
449,Hardware,Incarcator Gaz Model 98,34,15,129.96,282.76,0.111
450,Hardware,Set Imbusuri Model 72,120,12,119.21,195.53,0.221
451,Perisabile,[Perisabile] Spray Degripant Model 50,111,10,92.47,204.26,0.379
452,Perisabile,[Perisabile] Solutie Curatare Frane Model 37,104,20,268.97,382.82,0.462
453,Hardware,Trusa Tubulare Model 60,42,19,144.98,346.5,0.195
454,Hardware,Trusa Tubulare Model 99,39,16,293.75,507.05,0.286
455,Perisabile,[Perisabile] Spray Degripant Model 63,103,6,61.09,125.54,0.039
456,Hardware,Set Imbusuri Model 17,83,14,290.21,656.16,0.032
457,Hardware,Incarcator Gaz Model 39,54,5,239.14,424.59,0.028
458,Electronice,[Electronice] Osciloscop Model 52,78,20,135.9,178.6,0.18
459,Perisabile,[Perisabile] Adeziv Industrial Model 50,90,7,186.77,406.97,0.486
460,Hardware,Trusa Tubulare Model 59,40,16,54.22,103.86,0.115
461,Auto,Set Placute Frana Model 38,90,5,199.24,422.16,0.226
462,Auto,Furtun Intercooler 2.0 TDI Model 51,70,14,88.79,156.22,0.471
463,Perisabile,[Perisabile] Adeziv Industrial Model 2,115,10,158.4,288.3,0.153
464,Perisabile,[Perisabile] Spray Degripant Model 57,120,6,259.1,498.88,0.336
465,Auto,Filtru Aer Model 66,13,6,173.14,417.79,0.498
466,Auto,Furtun Intercooler 2.0 TDI Model 32,67,15,115.04,262.7,0.066
467,Electronice,[Electronice] Multimetru Analogic Model 39,9,16,61.78,85.47,0.231
468,Electronice,[Electronice] Multimetru Analogic Model 85,101,7,61.79,135.99,0.475
469,Hardware,Incarcator Gaz Model 58,130,9,147.34,295.56,0.201
470,Perisabile,[Perisabile] Solutie Curatare Frane Model 64,30,17,76.03,160.94,0.069
471,Perisabile,[Perisabile] Adeziv Industrial Model 88,74,7,158.72,322.15,0.499
472,Hardware,Incarcator Gaz Model 25,29,6,269.54,613.75,0.222
473,Auto,Senzor Debitmetru Model 59,45,8,155.3,253.96,0.28
474,Hardware,Cheie Dinamometrica Model 70,66,8,12.23,21.86,0.151
475,Auto,Furtun Intercooler 2.0 TDI Model 43,88,20,251.45,550.75,0.432
476,Perisabile,[Perisabile] Solutie Curatare Frane Model 23,105,15,222.17,456.8,0.307
477,Electronice,[Electronice] Multimetru Analogic Model 68,63,10,24.35,55.29,0.098
478,Auto,Senzor Debitmetru Model 68,45,12,171.04,336.13,0.474
479,Electronice,[Electronice] Multimetru Analogic Model 25,68,15,141.15,277.22,0.108
480,Electronice,[Electronice] Modul Transmisie LoRa Model 52,11,18,265.06,589.31,0.304
481,Perisabile,[Perisabile] Adeziv Industrial Model 26,111,10,146.8,186.44,0.304
482,Hardware,Trusa Tubulare Model 53,111,14,78.36,174.33,0.214
483,Electronice,[Electronice] Sursa Laborator Model 83,16,8,276.55,517.24,0.4
484,Auto,Baterie 12V 70Ah Model 91,22,5,24.57,36.65,0.214
485,Auto,Rulment Roata Fata Model 99,105,7,203.33,258.6,0.418
486,Hardware,Trusa Tubulare Model 95,109,14,230.98,491.17,0.267
487,Auto,Filtru Aer Model 82,49,12,75.43,148.43,0.457
488,Auto,Rulment Roata Fata Model 83,118,5,291.88,561.0,0.176
489,Perisabile,[Perisabile] Solutie Curatare Frane Model 61,118,12,292.99,609.23,0.275
490,Electronice,[Electronice] Osciloscop Model 83,2,7,92.12,124.48,0.321
491,Hardware,Set Imbusuri Model 11,34,18,240.73,471.7,0.254
492,Auto,Rulment Roata Fata Model 70,78,10,250.45,490.48,0.078
493,Electronice,[Electronice] Modul Transmisie LoRa Model 77,45,18,17.26,33.88,0.264
494,Electronice,[Electronice] Sursa Laborator Model 39,56,13,93.85,203.01,0.075
495,Hardware,Cheie Dinamometrica Model 91,77,7,149.91,208.07,0.25
496,Electronice,[Electronice] Sursa Laborator Model 43,115,11,38.01,52.0,0.158
497,Perisabile,[Perisabile] Solutie Curatare Frane Model 85,114,17,162.68,399.06,0.124
498,Hardware,Incarcator Gaz Model 38,60,13,179.13,435.32,0.212
499,Auto,Furtun Intercooler 2.0 TDI Model 12,58,15,154.2,265.65,0.181
500,Hardware,Trusa Tubulare Model 98,84,5,32.14,42.85,0.376
501,Hardware,Set Imbusuri Model 28,123,14,182.95,451.97,0.423
502,Perisabile,[Perisabile] Adeziv Industrial Model 19,39,7,51.97,75.7,0.111
503,Perisabile,[Perisabile] Adeziv Industrial Model 64,98,19,256.32,571.96,0.055
504,Perisabile,[Perisabile] Spray Degripant Model 9,0,14,286.21,457.81,0.372
505,Hardware,Incarcator Gaz Model 38,134,11,264.4,319.43,0.46
506,Electronice,[Electronice] Modul Transmisie LoRa Model 2,73,5,145.49,187.25,0.108
507,Perisabile,[Perisabile] Spray Degripant Model 63,94,6,174.24,225.08,0.401
508,Electronice,[Electronice] Sursa Laborator Model 21,24,6,48.99,90.71,0.202
509,Hardware,Set Imbusuri Model 14,3,17,29.66,60.37,0.072
510,Hardware,Trusa Tubulare Model 44,49,12,285.42,615.92,0.05
511,Hardware,Incarcator Gaz Model 4,106,13,101.21,218.25,0.21
512,Perisabile,[Perisabile] Adeziv Industrial Model 13,132,17,111.94,186.75,0.379
513,Perisabile,[Perisabile] Adeziv Industrial Model 20,70,20,259.76,478.01,0.484
514,Electronice,[Electronice] Sursa Laborator Model 14,70,20,155.61,381.68,0.264
515,Perisabile,[Perisabile] Solutie Curatare Frane Model 72,4,13,205.96,331.09,0.357
516,Perisabile,[Perisabile] Spray Degripant Model 14,19,16,25.36,58.83,0.192
517,Auto,Furtun Intercooler 2.0 TDI Model 43,81,8,147.98,212.97,0.076
518,Hardware,Set Imbusuri Model 38,133,11,70.03,143.57,0.303
519,Electronice,[Electronice] Sursa Laborator Model 3,86,8,24.45,41.22,0.381
520,Electronice,[Electronice] Multimetru Analogic Model 55,25,20,260.23,478.75,0.434
521,Electronice,[Electronice] Modul Transmisie LoRa Model 96,143,14,103.28,249.12,0.016
522,Electronice,[Electronice] Multimetru Analogic Model 46,125,13,155.41,336.32,0.045
523,Perisabile,[Perisabile] Spray Degripant Model 17,9,6,58.21,139.42,0.362
524,Hardware,Set Imbusuri Model 80,20,12,98.91,179.96,0.27
525,Electronice,[Electronice] Osciloscop Model 51,10,5,291.67,679.67,0.163
526,Perisabile,[Perisabile] Solutie Curatare Frane Model 32,131,10,138.09,227.18,0.363
527,Hardware,Incarcator Gaz Model 98,69,20,127.42,166.5,0.361
528,Perisabile,[Perisabile] Adeziv Industrial Model 87,89,16,246.09,398.78,0.495
529,Hardware,Set Imbusuri Model 21,63,17,153.81,375.86,0.413
530,Perisabile,[Perisabile] Adeziv Industrial Model 50,104,17,228.07,426.21,0.133
531,Electronice,[Electronice] Modul Transmisie LoRa Model 3,121,13,217.69,513.73,0.114
532,Hardware,Set Imbusuri Model 23,42,5,111.6,250.48,0.479
533,Electronice,[Electronice] Modul Transmisie LoRa Model 9,40,16,237.81,478.14,0.424
534,Perisabile,[Perisabile] Solutie Curatare Frane Model 67,69,16,192.43,266.93,0.142
535,Hardware,Trusa Tubulare Model 41,28,10,234.12,449.19,0.097
536,Electronice,[Electronice] Osciloscop Model 76,19,10,43.97,62.67,0.356
537,Hardware,Trusa Tubulare Model 95,81,15,132.81,322.8,0.436
538,Auto,Baterie 12V 70Ah Model 34,102,7,299.03,481.78,0.028
539,Auto,Furtun Intercooler 2.0 TDI Model 93,81,17,99.62,181.87,0.02
540,Perisabile,[Perisabile] Solutie Curatare Frane Model 12,37,7,280.93,663.71,0.269
541,Perisabile,[Perisabile] Adeziv Industrial Model 53,71,15,39.75,50.72,0.377
542,Perisabile,[Perisabile] Solutie Curatare Frane Model 24,33,19,216.05,306.41,0.261
543,Auto,Baterie 12V 70Ah Model 96,85,11,165.61,365.83,0.492
544,Auto,Baterie 12V 70Ah Model 6,92,16,55.63,72.08,0.197
545,Perisabile,[Perisabile] Solutie Curatare Frane Model 83,44,19,170.01,270.57,0.114
546,Electronice,[Electronice] Osciloscop Model 29,123,16,93.79,228.12,0.099
547,Electronice,[Electronice] Multimetru Analogic Model 88,126,7,192.49,470.49,0.022
548,Electronice,[Electronice] Sursa Laborator Model 45,0,15,84.74,134.74,0.253
549,Hardware,Incarcator Gaz Model 14,3,19,148.86,357.82,0.397
550,Auto,Set Placute Frana Model 68,97,5,178.64,255.81,0.36
551,Perisabile,[Perisabile] Spray Degripant Model 9,100,19,51.09,73.91,0.496
552,Auto,Senzor Debitmetru Model 40,50,5,270.55,673.38,0.076
553,Electronice,[Electronice] Modul Transmisie LoRa Model 19,86,9,159.95,357.5,0.27
554,Hardware,Cheie Dinamometrica Model 9,126,7,79.39,155.14,0.266
555,Electronice,[Electronice] Sursa Laborator Model 83,44,15,279.93,690.28,0.455
556,Auto,Senzor Debitmetru Model 30,57,14,105.36,202.48,0.445
557,Perisabile,[Perisabile] Spray Degripant Model 43,111,19,100.13,138.36,0.438
558,Electronice,[Electronice] Modul Transmisie LoRa Model 80,140,5,118.31,217.92,0.211
559,Hardware,Incarcator Gaz Model 5,129,19,70.63,152.99,0.118
560,Perisabile,[Perisabile] Adeziv Industrial Model 21,148,20,101.57,203.98,0.063
561,Electronice,[Electronice] Sursa Laborator Model 38,90,8,230.77,477.26,0.432
562,Hardware,Trusa Tubulare Model 29,94,13,282.95,495.86,0.117
563,Perisabile,[Perisabile] Adeziv Industrial Model 16,66,19,206.61,250.02,0.037
564,Perisabile,[Perisabile] Solutie Curatare Frane Model 75,61,5,133.17,200.87,0.273
565,Electronice,[Electronice] Modul Transmisie LoRa Model 85,83,9,263.31,644.52,0.138
566,Auto,Baterie 12V 70Ah Model 17,59,8,164.3,367.29,0.488
567,Perisabile,[Perisabile] Spray Degripant Model 20,55,7,84.82,158.55,0.271
568,Electronice,[Electronice] Osciloscop Model 48,22,14,77.43,169.32,0.121
569,Perisabile,[Perisabile] Adeziv Industrial Model 19,55,5,115.33,265.51,0.193
570,Electronice,[Electronice] Osciloscop Model 81,49,19,41.27,76.32,0.309
571,Hardware,Trusa Tubulare Model 18,103,8,117.04,282.01,0.253
572,Auto,Baterie 12V 70Ah Model 24,140,17,279.22,563.67,0.197
573,Electronice,[Electronice] Modul Transmisie LoRa Model 49,26,13,134.39,188.38,0.447
574,Electronice,[Electronice] Sursa Laborator Model 41,64,6,292.25,586.06,0.438
575,Hardware,Trusa Tubulare Model 6,9,7,161.73,334.09,0.064
576,Perisabile,[Perisabile] Spray Degripant Model 68,37,20,148.85,312.38,0.469
577,Hardware,Set Imbusuri Model 8,89,9,90.36,130.03,0.034
578,Hardware,Set Imbusuri Model 21,44,7,91.43,217.71,0.205
579,Auto,Rulment Roata Fata Model 51,131,14,280.17,497.01,0.116
580,Hardware,Cheie Dinamometrica Model 16,3,16,227.58,376.12,0.353
581,Auto,Senzor Debitmetru Model 14,125,10,60.6,110.19,0.444
582,Perisabile,[Perisabile] Solutie Curatare Frane Model 97,68,14,266.68,469.25,0.433
583,Hardware,Incarcator Gaz Model 76,43,14,283.1,557.29,0.237
584,Electronice,[Electronice] Sursa Laborator Model 65,116,20,209.87,411.37,0.037
585,Hardware,Incarcator Gaz Model 8,90,7,43.37,59.4,0.248
586,Auto,Furtun Intercooler 2.0 TDI Model 49,49,18,163.06,294.55,0.063
587,Electronice,[Electronice] Osciloscop Model 44,24,19,157.11,241.71,0.02
588,Hardware,Incarcator Gaz Model 16,145,20,230.67,538.18,0.024
589,Electronice,[Electronice] Modul Transmisie LoRa Model 10,133,12,64.09,121.42,0.298
590,Perisabile,[Perisabile] Spray Degripant Model 20,29,9,112.32,166.71,0.384
591,Perisabile,[Perisabile] Solutie Curatare Frane Model 12,10,15,110.84,239.08,0.101
592,Perisabile,[Perisabile] Adeziv Industrial Model 34,28,13,143.32,338.2,0.218
593,Hardware,Incarcator Gaz Model 48,43,12,77.6,142.28,0.019
594,Hardware,Incarcator Gaz Model 64,132,9,31.18,42.21,0.48
595,Hardware,Set Imbusuri Model 63,63,12,100.8,165.73,0.115
596,Perisabile,[Perisabile] Spray Degripant Model 47,38,12,105.35,239.01,0.031
597,Perisabile,[Perisabile] Adeziv Industrial Model 30,145,5,277.13,678.73,0.191
598,Perisabile,[Perisabile] Solutie Curatare Frane Model 3,12,15,77.5,161.61,0.364
599,Perisabile,[Perisabile] Adeziv Industrial Model 67,109,20,202.09,321.66,0.168
600,Auto,Baterie 12V 70Ah Model 87,126,12,226.2,395.76,0.452
601,Auto,Filtru Aer Model 65,32,20,193.46,417.37,0.107
602,Perisabile,[Perisabile] Adeziv Industrial Model 22,23,8,238.12,469.39,0.498
603,Electronice,[Electronice] Sursa Laborator Model 28,41,19,94.24,120.33,0.238
604,Auto,Filtru Aer Model 1,137,17,49.95,108.29,0.392
605,Auto,Baterie 12V 70Ah Model 18,41,14,100.21,210.2,0.428
606,Hardware,Cheie Dinamometrica Model 54,100,20,235.13,321.62,0.443
607,Hardware,Trusa Tubulare Model 67,63,7,177.0,405.5,0.202
608,Hardware,Set Imbusuri Model 80,130,13,18.71,39.94,0.304
609,Perisabile,[Perisabile] Solutie Curatare Frane Model 8,35,20,262.34,338.76,0.168
610,Perisabile,[Perisabile] Spray Degripant Model 27,36,5,292.25,594.21,0.205
611,Auto,Rulment Roata Fata Model 47,147,5,168.94,315.91,0.358
612,Auto,Filtru Aer Model 7,8,5,57.53,135.93,0.338
613,Auto,Rulment Roata Fata Model 51,0,17,264.62,653.84,0.442
614,Electronice,[Electronice] Sursa Laborator Model 74,7,13,99.47,193.94,0.121
615,Perisabile,[Perisabile] Solutie Curatare Frane Model 32,64,9,217.69,544.04,0.465
616,Electronice,[Electronice] Modul Transmisie LoRa Model 62,123,6,138.56,245.65,0.243
617,Perisabile,[Perisabile] Solutie Curatare Frane Model 39,110,17,94.22,191.29,0.029
618,Hardware,Set Imbusuri Model 58,148,10,268.87,454.84,0.207
